Track,Artist,RL,Release Date,Spotify Streams,TikTok Views,Shazam Counts,Explicit Track
Polaroid Love,ENHYPEN,,1/10/2022,"283,455,095","2,468,865,989","401,676",0
Oklahoma Smokeshow,Zach Bryan,,7/15/2022,"283,406,755","49,171,406","363,648",0
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)",La Pantera,,1/14/2022,"283,228,006","906,688,195","696,795",1
Live Another Day,Kordhell,,8/27/2021,"283,108,875","1,067,856,594","1,365,064",1
Poco A Poco,Xavi,,9/23/2023,"283,079,113","60,287,119","271,176",0
GigaChad Theme - Phonk House Version,g3ox_em,,8/22/2022,"282,776,356","1,672,858","1,358,899",0
Always,Daniel Caesar,,4/7/2023,"281,707,091","236,748,049","494,628",1
Maria,HWASA,,6/29/2020,"280,901,994","948,594,062","126,970",0
Bon appï¿½ï¿,Katy Perry,,4/28/2017,"280,898,252","137,526,328","2,560,144",0
When I'm Gone,Alesso,,12/29/2021,"279,996,207","19,367,991","1,785,826",0
Perfect Night,LE SSERAFIM,,10/27/2023,"279,667,395","1,178,951,518","435,036",0
Wrong,Luh Kel,,4/5/2019,"279,660,513","583,142,943","759,049",0
Myself,Bazzi,,4/12/2018,"279,105,227","4,596,936,089","2,446,779",0
Never Lose Me,Flo Milli,,11/30/2023,"278,132,516","1,434,396,157","1,075,138",1
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,,9/25/2020,"278,032,053","170,949,508","1,765,806",1
Deep End,Fousheï¿,,7/31/2020,"277,505,000","3,120,170,735","7,454,274",1
Solid (feat. Drake),Young Stoner Life,,4/16/2021,"277,393,068","6,843,990","772,897",1
White Tee (with NO1-NOAH),Summer Walker,,7/10/2020,"277,094,824","537,618,525","3,474,234",1
Sisa Rasa,Mahalini,,10/22/2021,"277,051,326","3,263,936,018","104,366",0
Ginseng Strip 2002,Yung Lean,,1/1/2013,"276,992,369","17,759,263,793","3,822,373",1
Cheques,Shubh,,5/19/2023,"276,505,971","193,157,167","509,690",0
Dial Drunk (with Post Malone),Noah Kahan,,7/18/2023,"276,026,602","62,794","843,154",1
Problemï¿½,Alvaro Diaz,,10/22/2021,"275,492,185","2,603,158,294","779,473",0
Recognize (feat. Drake),PARTYNEXTDOOR,,7/29/2014,"275,465,440","53,454,696","2,030,167",1
Plan A,Paulo Londra,,3/23/2022,"275,416,061","356,327,284","243,094",0
Lollipop,Darell,,7/28/2023,"275,349,653","4,767,676,439","1,245,874",1
Sahara,Hensonn,,11/16/2021,"274,961,162","4,719,697,686","2,819,281",1
TO THE MOON,JNR CHOI,,11/5/2021,"274,647,899","7,062,611,890","3,786,029",1
Fuga Pa Cali 2,Grupo Los de la O,,11/12/2021,"274,559,147","98,720,581","592,764",1
Push Up - Main Edit,Creeds,,3/31/2023,"274,229,438","1,182,280,724","986,887",0
Pussy & Millions (feat. Travis Scott),Drake,0,11/4/2022,"273,457,499","67,251,486","379,631",1
Austin,Dasha,,11/17/2023,"273,023,490","2,850,135,008","1,521,087",1
Madonna,Natanael Cano,,3/8/2024,"272,838,329","2,099,500","572,478",1
PHONKY TOWN,PlayaPhonk,,3/16/2021,"272,702,293","1,530,938,016","1,942,410",1
WASTE,Kxllswxtch,,10/29/2021,"272,051,636","1,314,232,560","1,447,289",1
ONE CALL,Rich Amiri,,11/3/2023,"271,566,931","8,704,294","817,705",1
Backyard Boy,Claire Rosinkranz,,8/14/2020,"271,235,105","2,633,643,813","676,098",0
ýýndigo,Camilo,,10/13/2021,"270,580,897","2,850,944,965","953,695",0
Malvadï¿½ï¿,Xamï¿,,11/30/2021,"270,364,614","2,428,164,682","345,849",0
Escapism. - Sped Up,RAYE,,11/25/2022,"270,327,239","1,908,957,097","1,692,925",1
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,1,10/26/2023,"269,790,122","66,176,311","194,561",0
SWEET / I THOUGHT YOU WANTED TO DANCE,"Tyler, The Creator",,6/25/2021,"269,671,235","124,695,761","551,470",1
Never Felt So Alone,Labrinth,,4/7/2023,"269,669,185","531,883,271","1,595,888",0
That That (prod. & feat. SUGA of BTS),PSY,,4/29/2022,"269,491,606","2,432,918,911","797,357",0
True Love,Kanye West,,5/27/2022,"269,363,579","139,748","706,611",0
I AM,IVE,,4/10/2023,"269,067,890","473,159,481","523,507",0
BABY HELLO,Rauw Alejandro,,6/23/2023,"268,383,799","103,169,265","933,823",1
295,Sidhu Moose Wala,,5/15/2021,"267,897,492","98,802,368","335,298",0
Automotivo Bibi Fogosa,Bibi Babydoll,,5/19/2023,"267,867,000","1,908,916,908","3,212,495",1
Brown Munde,AP Dhillon,,9/18/2020,"267,617,808","182,472,232","557,124",0
All We Got (feat. KIDDO),Robin Schulz,,10/16/2020,"267,459,903","369,606,102","2,831,037",1
Bande organisï¿½,13 Organisï¿,1,8/15/2020,"267,241,905","12,209,681","2,065,953",1
Off The Grid,Kanye West,,8/29/2021,"266,927,787","93,786,735","627,751",0
LUNA,Peso Pluma,,6/22/2023,"266,623,831","206,748,849","380,895",1
Cowgirls (feat. ERNEST),Morgan Wallen,,3/3/2023,"266,560,481","103,569,548","357,979",0
Sal y Perrea,Sech,,4/15/2021,"266,525,796","1,268,200,579","647,891",0
ROCKSTAR,Junior H,,10/5/2023,"266,127,900","487,133","445,730",1
"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,1,10/26/2023,"265,932,119","148,790,467","362,874",0
Tak Ingin Usai,Keisya Levronka,,5/13/2022,"265,767,551","3,276,084,075","223,331",0
La Triple T,TINI,,5/5/2022,"265,244,748","837,142,924","226,814",0
En Tu Perra Vida,Grupo Firme,,5/12/2021,"265,126,606","92,652,072","801,181",1
No Love,Summer Walker,,11/5/2021,"265,040,914","131,770,714","986,619",1
For My Hand (feat. Ed Sheeran),Burna Boy,,7/1/2022,"264,048,274","377,028,109","2,763,102",0
Estï¿½ï¿½ Daï,Ivan Cornejo,,8/20/2021,"263,986,575","1,575,405,115","1,413,328",0
Bite Me,ENHYPEN,,5/22/2023,"263,851,286","483,823,339","434,604",0
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,Kali Uchis,,1/12/2024,"263,568,994","11,612,300","1,017,370",0
Abcdario,Eden Muï¿½ï,,5/13/2023,"262,504,588",939,"657,427",0
Betty (Get Money),Yung Gravy,,6/10/2022,"262,402,978","2,904,979,024","1,857,984",0
Fall In Love,Bailey Zimmerman,,2/11/2022,"262,185,115","149,251,921","1,389,636",0
Baller,Shubh,,9/9/2022,"261,975,922","146,849,902","240,426",0
"Burn, Burn, Burn",Zach Bryan,,9/8/2022,"261,905,370","16,825,671","345,080",0
Dawns (feat. Maggie Rogers),Zach Bryan,,1/27/2023,"261,468,916","127,691,196","481,576",1
LA PEOPLE,Peso Pluma,,6/22/2023,"261,311,116","10,791,305","220,819",1
Pano,Zack Tabudlo,,12/6/2021,"261,275,106","582,712,801","237,547",0
Dime Cï¿½ï¿½mo Qui,Christian Nodal,,11/12/2020,"261,261,845","333,893,267","937,662",0
Show Yourself,Idina Menzel,,11/15/2019,"261,261,513","85,253,285","271,492",0
Krippy Kush,Farruko,,8/4/2017,"261,207,310","251,282,695","1,577,890",1
Flowers,Lauren Spencer Smith,,4/14/2022,"260,183,209","295,540,554","626,257",1
Ramen & OJ,Joyner Lucas,,4/30/2021,"260,117,606","12,058,693","1,320,861",1
Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,Olivia Rodrigo,,11/3/2023,"259,807,712","538,186,129","1,027,616",0
Bad Decisions (with BTS & Snoop Dogg),benny blanco,,8/5/2022,"259,730,016","597,069,529","858,779",0
For Tonight,Giveon,,9/24/2021,"259,405,297","71,844,871","1,255,610",0
Take Two,BTS,0,6/9/2023,"259,288,333","503,776,050","320,367",0
'Til You Can't,Cody Johnson,,6/11/2021,"258,769,609","116,117,655","1,449,353",0
Baby Me Atende,Matheus Fernandes,,2/26/2021,"258,464,933","150,293,932","289,070",0
Disaster,KSLV Noh,,6/21/2021,"258,379,092","1,863,921,422","1,139,004",0
We Rollin,Shubh,,9/17/2021,"258,337,879","226,438,634","339,861",1
I AM WOMAN,Emmy Meli,,11/19/2021,"257,984,057","2,037,905,390","1,967,790",1
El Tsurito,Junior H,,4/7/2023,"257,812,063","80,538,339","391,732",1
Late At Night,Roddy Ricch,,6/4/2021,"257,661,585","187,075,625","1,681,335",1
Shotta Flow,NLE Choppa,,1/17/2019,"257,646,451","854,952,373","1,407,757",1
Ram Pam Pam,NATTI NATASHA,,4/20/2021,"257,167,813","2,167,134,347","1,621,368",1
Panic Room,Au/Ra,,2/9/2018,"256,361,762","298,147,047","747,708",0
Inolvidable,Ovy On The Drums,,1/15/2020,"256,133,319","341,404,786","1,247,248",0
NEON BLADE,MoonDeity,,6/1/2022,"256,121,980","1,479,505,358","2,490,025",1
FRIKI,Feid,,12/10/2021,"255,973,824","333,978,136","429,833",0
TRUSTFALL,P!nk,,1/27/2023,"255,898,884","112,935,118","3,282,634",0
Do What I Want,Lil Uzi Vert,,7/31/2016,"255,776,823","13,186,028","487,907",1
Me Acostumbre (feat. Bad Bunny),Arcï¿½ï¿½,,4/11/2017,"255,740,653","70,196,388","767,006",1
La Bebe,Yng Lvcas,,12/24/2021,"255,707,376","3,229,349,729","1,296,219",1
Magnetic,ILLIT,,3/25/2024,"255,076,355","506,476,590","659,825",0
Hit Different,SZA,0,9/4/2020,"254,979,267","76,024,269","961,364",1
El Belicï¿½,Peso Pluma,,2/4/2022,"254,275,891","217,432,850","488,932",1
Rich Spirit,Kendrick Lamar,0,5/13/2022,"254,191,262","33,984,850","555,350",1
The Bigger Picture,Lil Baby,,2/28/2020,"254,130,819","106,366,054","1,388,736",1
Fulanito,Becky G,,6/3/2021,"254,118,106","2,737,871,422","821,982",0
Gas Pedal,Sage The Gemini,,3/19/2013,"253,903,241","136,052,679","2,408,827",1
New Jeans,NewJeans,,7/7/2023,"253,890,110","242,425,753","221,882",0
Las Morras,Peso Pluma,,4/4/2023,"253,711,656","79,415,641","366,772",1
On BS,Drake,0,11/4/2022,"253,540,951","494,336,128","508,529",1
Rainy Days,V,,8/11/2023,"253,540,909","5,236,353","258,925",0
Vacation,Dirty Heads,,8/11/2017,"253,490,559","4,610,799,658","2,770,196",1
NUEVA VIDA,Peso Pluma,,6/22/2023,"253,464,894","708,437,568","781,164",1
UN PREVIEW,Bad Bunny,1,9/25/2023,"253,455,087","96,982,970","554,474",1
Sticky,Drake,0,6/17/2022,"253,177,498","612,598,555","1,006,549",1
Massive,Drake,0,6/17/2022,"253,114,498","887,138,394","2,091,080",0
penjaga hati,Nadhif Basalamah,,6/21/2023,"252,681,087","341,258,424","163,467",0
Bye,Peso Pluma,,5/26/2023,"252,239,644","1,121,997,176","415,733",1
CORAZï¿½ï¿½N VA,Maria Becerra,,6/22/2023,"251,442,618","541,965,678","209,753",0
Training Season,Dua Lipa,,2/15/2024,"251,153,869","431,390,500","2,047,771",0
Lil Bit,Nelly,,10/23/2020,"250,828,412","158,825,909","1,557,518",1
Fall In Love Alone,Stacey Ryan,,5/13/2022,"250,626,750","1,888,735,985","438,027",0
El Envidioso,Los Dos Carnales,,4/10/2020,"250,593,875","159,172,238","1,067,835",0
I Can Do It With a Broken Heart,Taylor Swift,1,4/18/2024,"250,430,303","411,722,900","188,022",1
Vampiro,Matuï¿,,3/29/2022,"250,112,783","81,406,851","124,505",0
I Had Some Help (feat. Morgan Wallen),Post Malone,,5/10/2024,"250,080,413","2,100,000","963,413",1
One Thing At A Time,Morgan Wallen,,12/2/2022,"249,576,970","37,058,831","410,037",0
Malas Decisiones,Kenia OS,,10/27/2022,"249,199,925","3,326,289,021","576,456",0
Skate,Bruno Mars,1,7/30/2021,"248,947,222","5,258,682","1,701,042",0
"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)",Nardo Wick,,10/8/2021,"248,749,251","142,448,123","856,723",1
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",Metro Boomin,,6/2/2023,"247,682,011","38,882,669","1,390,039",0
Dick (feat. Doja Cat),StarBoi3,,4/23/2021,"247,462,687","1,691,904,373","3,937,642",1
Bling-Bang-Bang-Born,Creepy Nuts,,1/7/2024,"247,399,972","296,522,040","1,069,500",0
JACKIE BROWN,Brent Faiyaz,,7/8/2022,"247,386,146","119,045,728","1,184,981",1
ALMAS GEMELAS,Myke Towers,,7/22/2021,"247,133,830","423,731,008","611,867",0
I Can See You (Taylorï¿½ï¿½ï¿½s Version) (From The ,Taylor Swift,1,7/7/2023,"247,056,218","386,594,049","459,379",0
Opp Stoppa (feat. 21 Savage),YBN Nahmir,,1/22/2021,"246,949,197","4,922,539","209,692",1
B.S. (feat. H.E.R.),Jhenï¿½ï¿½ ,,3/6/2020,"246,615,679","66,918,543","1,326,441",1
United In Grief,Kendrick Lamar,0,5/13/2022,"246,425,341","342,828,836","1,169,011",1
RUBICON,Peso Pluma,,6/22/2023,"246,224,964","278,318,607","585,523",1
Si Te La Encuentras Por Ahï¿,Feid,,8/5/2022,"245,582,383","97,281,914","313,095",0
Wish You The Best,Lewis Capaldi,,4/14/2023,"245,513,981","76,397,270","2,064,588",0
Die Young (feat. 347aidan),Sleepy Hallow,,5/25/2022,"245,406,516","85,005,540","358,116",1
Next Level,aespa,1,5/17/2021,"245,384,123","693,149,332","547,626",0
She Had Me At Heads Carolina,Cole Swindell,,4/8/2022,"244,709,550","140,118,719","911,477",0
Explï¿½ï¿½,Myke Towers,,12/15/2020,"243,931,915","116,038,150","466,416",1
Tap In,Saweetie,,6/17/2020,"243,703,179","2,416,911,466","1,598,350",1
Tuesday (feat. Drake),ILOVEMAKONNEN,,9/1/2014,"242,892,279","106,882,417","1,544,862",1
Nxde,(G)I-DLE,1,10/17/2022,"242,708,368","28,580,589","452,824",0
ecstacy (slowed),SUICIDAL-IDOL,,6/6/2023,"242,661,037","646,143,014","2,552,266",1
Private Landing (feat. Justin Bieber & Future),Don Toliver,,2/23/2023,"242,528,711","115,624,415","1,224,483",1
LOU LOU,Gabito Ballesteros,,10/21/2023,"242,519,709","79,422,764","329,048",1
Essence (feat. Tems),Wizkid,,10/28/2020,"242,254,880","617,402,549","4,536,227",0
Ring (feat. Kehlani),Cardi B,,4/6/2018,"242,105,356","38,979,215","1,550,411",1
Lil Boo Thang,Paul Russell,,8/18/2023,"242,070,373","3,832,221,658","2,219,984",0
Talk,Yeat,,9/2/2022,"242,057,987","109,453,452","999,699",1
Hrs and Hrs,Muni Long,,11/19/2021,"241,632,869","3,549,690,741","2,325,531",1
Low Down,Lil Baby,,2/28/2020,"241,293,946","80,675,570","1,370,229",1
Pï¿½ï¿½,Standly,,1/3/2022,"241,291,389","308,712,763","365,242",0
Let The Light In (feat. Father John Misty),Lana Del Rey,,3/10/2023,"240,686,521","349,168,412","632,580",0
Khairiyat,Arijit Singh,,8/31/2019,"240,571,166","617,708","121,166",0
GIVENCHY,Duki,,7/20/2022,"240,519,561","313,936,580","177,813",1
World Hold On - FISHER Rework,Bob Sinclar,,7/8/2022,"240,482,615","31,265,399","1,067,390",0
S91,KAROL G,,7/14/2023,"240,161,044","257,922,639","614,971",0
Se Le Ve,Dï¿½ï¿½melo ,,8/12/2021,"240,138,585","3,307,238,247","601,506",1
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,,5/29/2019,"239,850,720","592,960,684","2,282,568",1
Coraï¿½ï¿½ï¿½ï¿½o,WIU,,11/29/2022,"239,669,425","378,296,874","235,905",1
Rumah Singgah,Fabio Asher,,5/5/2022,"239,624,643","3,306,847,230","142,151",0
GOSSIP (feat. Tom Morello),Mï¿½ï¿½ne,,1/13/2023,"239,288,183","206,096,023","1,704,066",1
NIGHT DANCER,imase,,8/19/2022,"239,149,370","2,285,171,989","1,864,998",0
Pipoco,Ana Castela,,5/20/2022,"238,890,270","1,298,188,205","411,758",0
Otra Noche,Los ï¿½ï¿½ngeles Az,,11/11/2021,"238,849,559","16,815,994","885,927",0
drunk text,Henry Moodie,,1/27/2023,"238,841,927","75,170,850","705,603",0
10 Things I Hate About You,Leah Kate,,3/23/2022,"238,502,829","2,205,444,414","692,500",1
Who Needs Love,Trippie Redd,,11/19/2019,"238,027,193","13,194,733","340,905",1
Niï¿½ï¿½a Bo,Feid,,4/21/2023,"237,741,410","411,538,350","482,221",0
Clash (feat. Stormzy),Dave,,7/8/2021,"237,619,076","121,310,762","995,591",1
In My Head,Lil Tjay,,4/1/2022,"237,061,046","3,442,700","665,891",1
LOCATION,KAROL G,,2/12/2021,"236,644,328","329,180,615","962,269",1
BEST ON EARTH (feat. BIA) - Bonus,Russ,,10/18/2019,"236,121,136","44,773,047","2,596,463",1
La Mamï¿½ï¿½ de la M,El Alfa,,4/8/2021,"235,729,934","2,710,660,328","2,462,313",1
Bad Boy (with Young Thug),Juice WRLD,,1/15/2021,"235,609,054","25,701,260","306,159",1
Gangstas,Pop Smoke,,7/3/2020,"234,889,039","118,304,933","754,490",1
Casper,Takeoff,,11/2/2018,"234,838,690","23,557,281","687,210",1
ETA,NewJeans,,7/21/2023,"234,215,735","297,802,502","248,138",0
Medusa,Jhay Cortez,,2/5/2020,"234,126,191","88,814,154","654,623",1
Belong Together,Mark Ambor,,2/16/2024,"233,969,547","7,383,118","1,139,490",0
INFERNO,Sub Urban,,8/13/2021,"233,661,226","4,078,323,042","935,053",0
Cigarettes,Juice WRLD,,12/10/2021,"233,582,276","13,572,005","530,477",1
Flawlï¿½ï¿½ss (feat. Lil Uzi V,Yeat,,9/9/2022,"233,573,513","122,612,542","647,093",1
Next Thing You Know,Jordan Davis,,8/12/2022,"233,212,999","228,973,807","608,764",0
Youï¿½ï¿½ï¿½re Mines Still (feat. ,Yung Bleu,,10/15/2020,"233,139,871","111,422,826","523,078",1
Como Si No Importara,Emilia,,7/13/2021,"232,985,667","165,904,891","260,024",0
Overdrive (feat. Norma Jean Martine),Ofenbach,,10/6/2023,"232,417,498","61,820,477","3,273,690",0
Such a Whore (Stellular Remix),JVLA,,6/3/2020,"231,981,539","3,294,902,834","7,621,062",1
Je M'appelle,Benzz,,4/21/2022,"231,745,345","354,699,237","1,068,455",1
DANï¿½ï¿½A,PEDRO SAMPAIO,,2/1/2022,"231,523,576","2,321,734","697,492",0
all-american bitch,Olivia Rodrigo,,9/8/2023,"231,346,336","73,409,116","244,627",1
Aquel Nap ZzZz,Rauw Alejandro,,6/25/2021,"231,298,627","1,133,546,129","1,241,539",1
TUS Lï¿½ï¿½GR,Mora,,4/1/2022,"231,258,162","760,223,916","616,275",1
Bar,TINI,,11/11/2021,"231,155,441","72,618","313,366",0
Acrï¿½ï¿½s,Shakira,,5/11/2023,"230,849,195","1,551,501,289","623,446",0
the perfect pair,beabadoobee,,7/15/2022,"230,129,740","369,833,975","409,448",0
Heaven,Niall Horan,,2/17/2023,"229,993,968","303,361,656","1,752,464",0
Already Dead,Juice WRLD,,11/12/2021,"229,232,959","61,564,975","289,269",1
Jiwa Yang Bersedih,Ghea Indrawari,,5/18/2023,"229,120,157","5,604,886,674","154,129",0
Bad boy,Marwa Loud,,1/1/2018,"228,588,822","3,551,204,518","4,386,468",0
Area Codes,Kaliii,,3/17/2023,"228,240,866","1,249,845,764","1,338,659",1
Experimento,Myke Towers,,9/23/2021,"228,003,109","548,393,169","910,638",0
Tennessee Orange,Megan Moroney,,9/2/2022,"227,893,586","117,505,652","708,143",0
Tennessee Orange,Megan Moroney,,9/2/2022,"227,893,586","117,505,652","708,143",0
Rags2Riches 2 (feat. Lil Baby),Rod Wave,,8/7/2020,"227,802,182","749,906,169","534,826",1
Felina,WIU,,9/22/2022,"227,079,649","299,633,568","252,351",0
FINA,Bad Bunny,1,10/13/2023,"226,576,178","92,737,977","335,905",1
Desire (with Sam Smith),Calvin Harris,,7/28/2023,"226,519,256","2,439,093","2,178,835",0
O Me Voy O Te Vas,Natanael Cano,,10/11/2023,"226,233,020","588,601","345,895",0
MEMORIES!,347aidan,1,6/18/2021,"225,962,467","421,102,345","1,627,617",0
Religiously,Bailey Zimmerman,,3/17/2023,"225,556,005","56,949,752","594,487",0
Goin Baby,DaBaby,,3/1/2019,"225,260,644","55,987,733","357,955",1
Bezos I,Bo Burnham,,6/10/2021,"225,256,279","3,664,416,923","1,502,927",1
What My World Spins Around,Jordan Davis,,5/27/2022,"225,128,269","33,305,600","820,952",0
"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",Internet Money,,5/13/2021,"224,820,131","1,272,691,476","993,226",1
LOVELY BASTARDS,ZWE1HVNDXR,,8/25/2023,"224,798,632","2,266,242,364","1,340,592",1
Slide,H.E.R.,,9/27/2019,"224,529,894","112,923,227","2,404,340",1
Reggaeton Champagne,Bellakath,,10/5/2023,"224,429,894","456,323,777","921,762",1
Nail Tech,Jack Harlow,,2/18/2022,"224,376,030","205,572,867","581,658",1
Mi Cama,KAROL G,,5/11/2018,"224,367,887","99,044,675","1,291,228",0
Alcohol-Free,TWICE,0,6/9/2021,"224,295,163","811,061,720","339,808",0
DARARI,TREASURE,,2/15/2022,"224,285,122","1,829,158,410","869,565",0
La kiffance,Naps,,2/26/2021,"224,163,089","443,031,452","1,206,078",1
Evoque Prata,MC MENOR HR,,9/9/2022,"224,150,665","279,699,428","300,617",1
"Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,,1/10/2024,"224,033,701","22,394,778","432,783",0
UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,,5/1/2023,"223,652,808","705,088,821","324,686",0
Emiliana,CKay,,12/3/2021,"223,634,694","968,182,145","3,394,423",0
lo que hay x aquï¿,Rels B,,3/10/2023,"223,617,742","51,766,245","409,658",0
ARRANCARMELO,WOS,,4/6/2022,"223,426,639","422,027,661","538,337",0
Vamos Para Arriba,Junior H,,6/3/2022,"223,422,665","60,653,564","607,267",1
i'm yours sped up,Isabel LaRosa,,10/28/2022,"223,341,848","589,269,507","1,622,902",0
Komet,Udo Lindenberg,,1/19/2023,"223,211,332","95,067","940,223",0
GOOD LOYAL THOTS,Odetari,,3/15/2023,"222,975,417","664,995,622","606,670",1
BIZCOCHITO,ROSALï¿½,,3/4/2022,"222,910,969","11,257,489,400","1,284,746",1
Faz um Vuk Vuk (Teto Espelhado),MC Kevin o Chris,,7/20/2023,"222,879,686","315,723,211","130,095",1
Let's Love,Sia,,9/11/2020,"222,571,023","221,346,418","5,019,153",0
Savage,aespa,1,10/5/2021,"222,400,657","936,285,256","400,154",0
One Of Your Girls,Troye Sivan,,10/13/2023,"222,373,201","568,978,171","556,768",0
BIPOLAR,Peso Pluma,,9/7/2023,"222,295,526","83,048","872,796",1
Potion (with Dua Lipa & Young Thug),Calvin Harris,,5/27/2022,"221,965,013","4,096,148","1,046,181",1
LUNCH,Billie Eilish,1,5/17/2024,"221,636,195","360,017,000","450,344",0
Hey Driver (feat. The War and Treaty),Zach Bryan,,8/24/2023,"221,575,551","55,929,921","218,001",0
OKI DOKI,KAROL G,,8/10/2023,"221,406,245","622,671,381","350,493",1
Ojitos Rojos,Grupo Frontera,,7/21/2023,"221,287,566","131,877,555","465,957",0
Hot In It,Tiï¿½ï¿,,6/30/2022,"220,250,463","36,501,469","957,417",0
if u think i'm pretty,Artemas,,10/24/2023,"219,995,278","561,266,399","757,462",1
Fed Up,Ghostemane,,10/21/2020,"219,841,054","1,206,875,855","1,998,537",1
Ai Preto,L7NNON,,6/3/2022,"219,756,697","149,298","128,502",0
Pasilyo,SunKissed Lola,,10/28/2022,"219,619,875","513,855,630","269,368",0
No Friends In The Industry,Drake,0,9/3/2021,"219,008,713","99,452,041","618,189",1
VIBE (feat. Jimin of BTS),TAEYANG,,1/13/2023,"218,831,350","595,970,672","322,685",0
Who's Laughing Now,Ava Max,,7/30/2020,"218,674,366","72,001,415","2,245,711",0
Gatita,Bellakath,,10/5/2022,"218,661,601","2,353,588,008","873,692",0
Go Down Deh (feat. Shaggy and Sean Paul),Spice,,4/30/2021,"218,431,985","4,731,467,896","6,024,636",0
No_se_ve.mp3,Emilia,,5/3/2023,"218,340,846","876,147,905","744,536",1
"Besharam Rang (From ""Pathaan"")",Vishal-Shekhar,,12/12/2022,"218,291,402","568,124,616","267,470",0
Bailando - English Version,Enrique Iglesias,,1/1/2014,"218,205,900","81,433,215","1,719,741",1
Substitution,Purple Disco Machine,,3/30/2023,"218,035,732","61,830,611","3,546,222",0
The Family Madrigal,Stephanie Beatriz,,11/19/2021,"217,919,853","1,067,404,078","143,875",0
23,Chayce Beckham,,5/14/2021,"217,524,988","21,694,150","1,269,712",0
Ball If I Want To,DaBaby,,6/18/2021,"216,934,691","1,016,363,322","603,507",1
Overseas,D-Block Europe,,11/18/2021,"216,354,398","148,927,892","1,065,136",1
MODELITO,Mora,,11/3/2022,"216,298,810","46,029,571","360,437",1
Hayloft II,Mother Mother,,1/28/2022,"216,252,006","3,837,839","565,511",1
En El Radio Un Cochinero,Victor Cibrian,,5/13/2022,"215,837,483","1,027,674,393","655,686",0
Colors,Black Pumas,,4/16/2019,"215,492,373","64,559,724","2,951,859",0
Love Again,The Kid LAROI,,1/27/2023,"215,466,975","65,897,455","982,555",0
Rich Men North of Richmond,Oliver Anthony Music,,8/11/2023,"214,598,468","35,469,076","736,604",1
Bi' Tek Ben Anlarï¿½,Kï¿½ï,,3/18/2022,"214,391,030","196,090,529","861,877",0
"Satranga (From ""Animal"")",Arijit Singh,,10/28/2023,"214,352,397",190,"239,890",0
BIRDS OF A FEATHER,Billie Eilish,1,5/17/2024,"214,237,645","443,104,700","285,858",0
PERO Tï¿,KAROL G,,2/23/2023,"212,911,684","131,834,580","313,441",1
Back On 74,Jungle,,7/28/2023,"212,122,034","555,529,368","1,510,651",0
Cupid,FIFTY FIFTY,,2/24/2023,"212,084,990","543,360,467","1,249,929",0
Welcome To Brixton,SR,,11/27/2020,"211,596,324","296,502,190","958,743",1
Way Back Home,SHAUN,,6/27/2018,"211,581,810","3,149,064,834","1,277,487",0
Style (Taylor's Version),Taylor Swift,1,10/26/2023,"211,462,881","315,337,428","203,500",0
Earth,Lil Dicky,,4/18/2019,"211,158,013","512,503,154","1,007,773",1
Tera Ban Jaunga,Akhil Sachdeva,,6/14/2019,"211,095,929","94,600,665","299,317",0
Taboo,Don Omar,,1/1/2010,"210,904,340","22,688,824","1,655,972",0
En la Intimidad,Big One,,2/1/2023,"210,712,407","793,158,034","261,474",0
HOT,SEVENTEEN,,5/27/2022,"210,513,394","797,795,448","432,666",0
Super,SEVENTEEN,,4/24/2023,"210,481,840","1,027,127,321","491,972",0
Down Bad,Taylor Swift,1,4/18/2024,"210,385,853","65,541,536","84,774",1
GALOPA,PEDRO SAMPAIO,,9/16/2021,"210,287,302","1,043,956,869","302,042",0
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Ana Castela,,7/7/2023,"210,195,998","55,226,429","137,611",0
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,,3/3/2023,"210,072,827","92,174,906","172,414",1
Lisa,Young Miko,,3/3/2023,"209,988,103","87,467,392","429,046",1
Just Pretend,Bad Omens,,2/25/2022,"209,635,991","231,239,811","832,908",0
Don't Rush (feat. Headie One),Young T & Bugsey,,11/7/2019,"209,328,795","463,196,104","5,823,976",1
Glue Song,beabadoobee,,2/15/2023,"209,167,955","275,970,237","186,915",0
Andamos Mejor,Los Gemelos De Sinaloa,,1/24/2022,"209,092,342","200,533,647","443,034",0
Mahiye Jinna Sohna,Darshan Raval,,6/22/2023,"208,410,725","327,071,314","242,339",0
Hola Seï¿½ï¿½o,GIMS,,4/25/2019,"208,249,257","111,981,041","3,459,196",0
